code,type,title,lyrics,pinyin
ZMS-284,Hymn,全路程我救主领我,"全路程我救主领我，舍此外我复何求？
毕生时刻作我前导，奇妙爱古今无匹；
天上平安，属灵福乐，凭信心享受无缺；
因我知无论遭何事，主所作尽美尽善。

全路程我救主领我，艰难时赐我安康，
试炼中有丰盛恩惠，赐灵食解我饥渴；
虽我脚步有时倾跌，我心灵干渴难名；
在我前磐石涌活泉，喜乐如水常丰富。

全路程我救主领我，主大爱何等完全，
曾应许赐我永安息，在天家何等甘美！
时日且至，我将变化，见主荣面享光荣；
直到永远我唱此歌，耶稣领我全路程。",quan lu cheng wo jiu zhu ling wo she ci wai wo fu he qiu bi sheng shi ke zuo wo qian dao qi miao ai gu jin wu pi tian shang ping an shu ling fu le ping xin xin xiang shou wu que yin wo zhi wu lun zao he shi zhu suo zuo jin mei jin shan quan lu cheng wo jiu zhu ling wo jian nan shi ci wo an kang shi lian zhong you feng sheng en hui ci ling shi jie wo ji ke sui wo jiao bu you shi qing die wo xin ling gan ke nan ming zai wo qian pan shi yong huo quan xi le ru shui chang feng fu quan lu cheng wo jiu zhu ling wo zhu da ai he deng wan quan ceng ying xu ci wo yong an xi zai tian jia he deng gan mei shi ri qie zhi wo jiang bian hua jian zhu rong mian xiang guang rong zhi dao yong yuan wo chang ci ge ye su ling wo quan lu cheng
ZMS-285,Hymn,耶稣领我,"耶稣领我，我真喜欢，
蒙主引导，心中平安；
无论何往，无论何做，
耶稣圣手常领我。

有时遭遇困苦忧伤，
有时大得恩惠无量；
平安行路，或遇危险，
耶稣亲手领我。

我愿紧握主圣手，
甘心乐意跟主行走；
无论遭遇何事，
耶稣亲手领我。

等到行完此世路程，
靠主恩典得胜完成；
死亡冷河我也不惧，
有耶稣亲手领我。

耶稣领我，耶稣领我，
耶稣天天亲手领我；
愿从我主，坚信不移，
因蒙恩主亲手领我。",ye su ling wo wo zhen xi huan meng zhu yin dao xin zhong ping an wu lun he wang wu lun he zuo ye su sheng shou chang ling wo you shi zao yu kun ku you shang you shi da de en hui wu liang ping an xing lu huo yu wei xian ye su qin shou ling wo wo yuan jin wo zhu sheng shou gan xin le yi gen zhu xing zou wu lun zao yu he shi ye su qin shou ling wo deng dao xing wan ci shi lu cheng kao zhu en dian de sheng wan cheng si wang leng he wo ye bu ju you ye su qin shou ling wo ye su ling wo ye su ling wo ye su tian tian qin shou ling wo yuan cong wo zhu jian xin bu yi yin meng en zhu qin shou ling wo
ZMS-293,Hymn,主耶和华求你领我,"主耶和华求你领我，走过今世旷野路；
我无力量主有能力，愿主圣手常保护；
天上灵粮，天上灵粮，求主时常赐给我！
求主时常赐给我！

求主开通永生泉源，使旷野中不干涸；
求主使我云柱火柱，引我前路不走错；
全能救主，全能救主，做我盾牌保护我！
做我盾牌保护我！

当我走到约但河畔，烦恼惊惶惧怕全消散；
救主已经胜过死权，我靠救主也得胜；
圣诗赞歌，圣诗赞歌，我要常唱给你听！
我要常唱给你听！",zhu ye he hua qiu ni ling wo zou guo jin shi kuang ye lu wo wu li liang zhu you neng li yuan zhu sheng shou chang bao hu tian shang ling liang tian shang ling liang qiu zhu shi chang ci gei wo qiu zhu shi chang ci gei wo qiu zhu kai tong yong sheng quan yuan shi kuang ye zhong bu gan he qiu zhu shi wo yun zhu huo zhu yin wo qian lu bu zou cuo quan neng jiu zhu quan neng jiu zhu zuo wo dun pai bao hu wo zuo wo dun pai bao hu wo dang wo zou dao yue dan he pan fan nao jing huang ju pa quan xiao san jiu zhu yi jing sheng guo si quan wo kao jiu zhu ye de sheng sheng shi zan ge sheng shi zan ge wo yao chang chang gei ni ting wo yao chang chang gei ni ting
ZMS-296,Hymn,每一天,"每一天所度过的每一刻，我得着能力胜过试探；
我依靠天父周详的供应，我不用再恐慌与挂念。
祂的心极仁慈无可测度，祂每天都有最好安排，
不论忧或喜祂慈爱显明，劳苦中祂赐安泰。

每一天主自己与我相亲，每时刻赐下格外怜悯；
我挂虑，主愿安慰与担当，祂的名为策士与权能。
祂保护祂的儿女与珍宝，祂热心必要成全这事，
“你日子如何力量也如何，”这是祂向我应许。

每当遭遇患难求主搭救，全靠我主真诚的应许；
我确信主的体贴与安慰，深信圣经应许不落空。
恳求主，患难困苦中拯救，平稳与试炼皆由父旨，
我一生年日便如飞而去，直待进应许美地。",mei yi tian suo du guo de mei yi ke wo de zhe neng li sheng guo shi tan wo yi kao tian fu zhou xiang de gong ying wo bu yong zai kong huang yu gua nian ta de xin ji ren ci wu ke ce duo ta mei tian dou you zui hao an pai bu lun you huo xi ta ci ai xian ming lao ku zhong ta ci an tai mei yi tian zhu zi ji yu wo xiang qin mei shi ke ci xia ge wai lian min wo gua lv zhu yuan an wei yu dan dang ta de ming wei ce shi yu quan neng ta bao hu ta de er nv yu zhen bao ta re xin bi yao cheng quan zhe shi ni ri zi ru he li liang ye ru he zhe shi ta xiang wo ying xu mei dang zao yu huan nan qiu zhu da jiu quan kao wo zhu zhen cheng de ying xu wo que xin zhu de ti tie yu an wei shen xin sheng jing ying xu bu luo kong ken qiu zhu huan nan kun ku zhong zheng jiu ping wen yu shi lian jie you fu zhi wo yi sheng nian ri bian ru fei er qu zhi dai jin ying xu mei di
ZMS-306,Hymn,基督精兵前进,"基督精兵前进，为耶稣力战，高举圣架旌旗，胜仇敌万万，元帅就是耶稣，领大军败敌，务要努力前趋，奔向战场走。
军兵齐声大呼，众魔鬼逃遁，前往忠勇门徒，将群敌围困，战胜魔鬼权力，令地狱震动，弟兄高歌呼喊，赞美中惊恐。
世界诸国终倾，大权势失落，惟有天国永存，万年亦振兴，恶魔尽其权能，终不胜教会，皆因基督为主，十架永得胜。",ji du jing bing qian jin wei ye su li zhan gao ju sheng jia jing qi sheng chou di wan wan yuan shuai jiu shi ye su ling da jun bai di wu yao nu li qian qu ben xiang zhan chang zou jun bing qi sheng da hu zhong mo gui tao dun qian wang zhong yong men tu jiang qun di wei kun zhan sheng mo gui quan li ling di yu zhen dong di xiong gao ge hu han zan mei zhong jing kong shi jie zhu guo zhong qing da quan shi shi luo wei you tian guo yong cun wan nian yi zhen xing e mo jin qi quan neng zhong bu sheng jiao hui jie yin ji du wei zhu shi jia yong de sheng
ZMS-299,Hymn,永恒之君求前导,"永恒之君，求前导，出发时期已到，
此后旌旗所指处，我家便是战壕；
训练之期已过了，主恩造就英豪，
今朝永恒的君王，请听战歌声高。

永恒之君，求前导，直到血战完成，
圣善心怀好低唱，甘美和平阿们；
不藉刀剑的交锋，不藉战鼓催前进；
乃藉仁慈与大爱，天国才能降临。

永恒之君，求前导，从者毫无忧惊，
喜乐随着圣容来，好比破晓黎明；
辉煌十架正当头，在它光中前进；
华冠悬待凯旋人，全能神求前导。",yong heng zhi jun qiu qian dao chu fa shi qi yi dao ci hou jing qi suo zhi chu wo jia bian shi zhan hao xun lian zhi qi yi guo le zhu en zao jiu ying hao jin zhao yong heng de jun wang qing ting zhan ge sheng gao yong heng zhi jun qiu qian dao zhi dao xue zhan wan cheng sheng shan xin huai hao di chang gan mei he ping a men bu ji dao jian de jiao feng bu ji zhan gu cui qian jin nai ji ren ci yu da ai tian guo cai neng jiang lin yong heng zhi jun qiu qian dao cong zhe hao wu you jing xi le sui zhe sheng rong lai hao bi po xiao li ming hui huang shi jia zheng dang tou zai ta guang zhong qian jin hua guan xuan dai kai xuan ren quan neng shen qiu qian dao
ZMS-305,Hymn,世间似有两军对敌,"世间似有两军对敌，即是善与恶，
我等必须立定主意，归从那一个。
主已示我多数命令，明载圣经内，
救主助我遵此恩命，永远不违背。
日日与我仇敌争斗，明是我私心，
恶俗迷惑我意引诱，魔鬼常来侵。
仁爱诚实是我盔甲，圣道是我剑，
信德是我坚固藤牌，鬼魔发火箭。
我是耶稣基督精兵，必从我元帅，
仇敌虽恶，主能保护，有胜必无败。",shi jian shi you liang jun dui di ji shi shan yu e wo deng bi xu li ding zhu yi gui cong na yi ge zhu yi shi wo duo shu ming ling ming zai sheng jing nei jiu zhu zhu wo zun ci en ming yong yuan bu wei bei ri ri yu wo chou di zheng dou ming shi wo si xin e su mi huo wo yi yin you mo gui chang lai qin ren ai cheng shi shi wo kui jia sheng dao shi wo jian xin de shi wo jian gu teng pai gui mo fa huo jian wo shi ye su ji du jing bing bi cong wo yuan shuai chou di sui e zhu neng bao hu you sheng bi wu bai
ZMS-314,Hymn,趁快工作夜将临,"趁快工作，夜将临，趁着早晨清醒，
急行天路莫逍遥，工作要辛勤；
阳光渐渐更明亮，我当更加奋兴；
趁快工作夜将临，夜临工当成。

趁快工作，夜将临，趁着白昼光明，
尽心，尽意，尽力量，勤励惜分阴；
分阴飞逝难留住，应当充实善行；
趁快工作夜将临，夜临工必停。

趁快工作，夜将临，趁着暮色未深，
红霞笼罩群山顶，落日正西沉；
尚有多人未得救，虽劳切莫暂停；
趁快工作夜将临，夜临工便成。",chen kuai gong zuo ye jiang lin chen zhe zao chen qing xing ji xing tian lu mo xiao yao gong zuo yao xin qin yang guang jian jian geng ming liang wo dang geng jia fen xing chen kuai gong zuo ye jiang lin ye lin gong dang cheng chen kuai gong zuo ye jiang lin chen zhe bai zhou guang ming jin xin jin yi jin li liang qin li xi fen yin fen yin fei shi nan liu zhu ying dang chong shi shan xing chen kuai gong zuo ye jiang lin ye lin gong bi ting chen kuai gong zuo ye jiang lin chen zhe mu se wei shen hong xia long zhao qun shan ding luo ri zheng xi chen shang you duo ren wei de jiu sui lao qie mo zan ting chen kuai gong zuo ye jiang lin ye lin gong bian cheng
ZMS-313,Hymn,求主教我听主恩音,"求主教我听主恩音，使我向人作主回声，
使我寻找迷路同胞，如主追寻沦落子民。

求主传授无价珍言，使我也能向人传述，
使我言辞如同双翼，能飞入人心深处。

求主赐我丰富生命，愿主丰盛充满我心，
思想言语日日发圣热，宣扬主爱，赞美乐。

求主用我，不将我弃，愿遵主旨，随时随地，
直到一见主面，如常分享主安息。",qiu zhu jiao wo ting zhu en yin shi wo xiang ren zuo zhu hui sheng shi wo xun zhao mi lu tong bao ru zhu zhui xun lun luo zi min qiu zhu chuan shou wu jia zhen yan shi wo ye neng xiang ren chuan shu shi wo yan ci ru tong shuang yi neng fei ru ren xin shen chu qiu zhu ci wo feng fu sheng ming yuan zhu feng sheng chong man wo xin si xiang yan yu ri ri fa sheng re xuan yang zhu ai zan mei le qiu zhu yong wo bu jiang wo qi yuan zun zhu zhi sui shi sui di zhi dao yi jian zhu mian ru chang fen xiang zhu an xi
ZMS-329,Hymn,主啊容我与你同行,"主啊，容我与你同行，甘愿自卑，服事他人；
求主示我，治事秘诀，教我忍耐克服艰辛。

求主助我善用爱心，常以良言，感化邻人；
随时随地，引人离恶，归依救主行走天程。

求主教我学你忍耐，与主相亲，与主同在；
工作之时，加我信心，使我刚强，将敌战败。

求主助我盼望常存，展望前程，远大光明；
无上平安惟主能赐，主啊，容我，与你同行！",zhu a rong wo yu ni tong hang gan yuan zi bei fu shi ta ren qiu zhu shi wo zhi shi mi jue jiao wo ren nai ke fu jian xin qiu zhu zhu wo shan yong ai xin chang yi liang yan gan hua lin ren sui shi sui di yin ren li e gui yi jiu zhu xing zou tian cheng qiu zhu jiao wo xue ni ren nai yu zhu xiang qin yu zhu tong zai gong zuo zhi shi jia wo xin xin shi wo gang qiang jiang di zhan bai qiu zhu zhu wo pan wang chang cun zhan wang qian cheng yuan da guang ming wu shang ping an wei zhu neng ci zhu a rong wo yu ni tong hang
ZMS-317,Hymn,早起撒主种子,"早起撒主种子，落于人心田里，晌午仍要出去，莫等日落下。盼望庄稼熟了，时候快快临到，我们就要欢乐，收成在天家。
收成在天家，收成在天家，我们同来欢乐，收成在天家；收成在天家，收成在天家，我们同来欢乐，收成在天家。
暑日撒主种子，时刻勤做主工，虽遇狂风暴雨，也不可惧怕。等到工夫完毕，目前安乐无穷，我们就要欢乐，收成在天家。
收成在天家，收成在天家，我们同来欢乐，收成在天家；收成在天家，收成在天家，我们同来欢乐，收成在天家。
流泪撒主种子，惟恐有不结实，莫讨人的喜欢，须求主夸奖。流泪快要过去，工人永蒙福祉，我们就要欢乐，收成在天家。
收成在天家，收成在天家，我们同来欢乐，收成在天家；收成在天家，收成在天家，我们同来欢乐，收成在天家。",zao qi sa zhu zhong zi luo yu ren xin tian li shang wu reng yao chu qu mo deng ri luo xia pan wang zhuang jia shu le shi hou kuai kuai lin dao wo men jiu yao huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia shu ri sa zhu zhong zi shi ke qin zuo zhu gong sui yu kuang feng bao yu ye bu ke ju pa deng dao gong fu wan bi mu qian an le wu qiong wo men jiu yao huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia liu lei sa zhu zhong zi wei kong you bu jie shi mo tao ren de xi huan xu qiu zhu kua jiang liu lei kuai yao guo qu gong ren yong meng fu zhi wo men jiu yao huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia shou cheng zai tian jia shou cheng zai tian jia wo men tong lai huan le shou cheng zai tian jia
ZMS-307,Hymn,兴起兴起为耶稣,"兴起，兴起为耶稣，作主十架精兵；
高举基督君王旗，绝不能，不能损主威名；
从得胜不断的得胜，主必统领全军；
直到仇敌皆消灭，惟有基督是总领。

兴起，兴起为耶稣，号角传来军令；
今天是主荣耀日，快去应召赴战场；
蒙恩被召的士兵，奋勇抵挡强敌；
危险越多胆越壮，力量越发刚强。

兴起，兴起为耶稣，争战不会久长；
今日虽有战声，明日凯歌欢唱；
凡能得胜的义士，主赐生命冠冕；
他必与荣耀之王，永永远远同掌权。",xing qi xing qi wei ye su zuo zhu shi jia jing bing gao ju ji du jun wang qi jue bu neng bu neng sun zhu wei ming cong de sheng bu duan de de sheng zhu bi tong ling quan jun zhi dao chou di jie xiao mie wei you ji du shi zong ling xing qi xing qi wei ye su hao jiao chuan lai jun ling jin tian shi zhu rong yao ri kuai qu ying zhao fu zhan chang meng en bei zhao di shi bing fen yong di dang qiang di wei xian yue duo dan yue zhuang li liang yue fa gang qiang xing qi xing qi wei ye su zheng zhan bu hui jiu chang jin ri sui you zhan sheng ming ri kai ge huan chang fan neng de sheng de yi shi zhu ci sheng ming guan mian ta bi yu rong yao zhi wang yong yong yuan yuan tong zhang quan
ZMS-337,Hymn,传给万邦的故事,"我们有一故事传给万邦，使人心归正离邪薄，这故事是真理慈爱，是讲述平安真光，是讲述平安真光。

我们有一诗歌唱给万邦，能使人心向主归降，这诗歌能胜过罪恶，能粉碎利剑矛枪，是粉碎利剑矛枪。

我们有一信息传给万邦，是高天掌权荣耀王，差遣独生子成救赎，显明祂慈爱足彰，显明祂慈爱无量。

有一救主要介绍给万邦，忧苦路祂走过多趟，全世界的男女老少，皆来归附主足旁，皆来归附主足旁。

因黑夜必要转为晨光，中午太阳更显辉煌，基督国度必降临地上，大地充满爱与光。",wo men you yi gu shi chuan gei wan bang shi ren xin gui zheng li xie bao zhe gu shi shi zhen li ci ai shi jiang shu ping an zhen guang shi jiang shu ping an zhen guang wo men you yi shi ge chang gei wan bang neng shi ren xin xiang zhu gui xiang zhe shi ge neng sheng guo zui e neng fen sui li jian mao qiang shi fen sui li jian mao qiang wo men you yi xin xi chuan gei wan bang shi gao tian zhang quan rong yao wang chai qian du sheng zi cheng jiu shu xian ming ta ci ai zu zhang xian ming ta ci ai wu liang you yi jiu zhu yao jie shao gei wan bang you ku lu ta zou guo duo tang quan shi jie de nan nv lao shao jie lai gui fu zhu zu pang jie lai gui fu zhu zu pang yin hei ye bi yao zhuan wei chen guang zhong wu tai yang geng xian hui huang ji du guo du bi jiang lin di shang da di chong man ai yu guang
ZMS-308,Hymn,兴起兴起为耶稣,"兴起，兴起为耶稣！作主十架精兵，
高举基督君王旗，莫损我主威名；
得胜不断的得胜，主亲统领全军，
直到仇敌皆消灭，惟主基督为君。

兴起，兴起为耶稣！主命召必听从，
今天是主荣耀日，快向战场进攻；
大家服役主旗下，奋勇不要惧怕，
危险之时显胆量，力量更加强大。

兴起，兴起为耶稣！专心赖主大能，
血气膀臂必失败，莫靠自己才能；
争战兵器非血气，主赐何等能力，
全副军装要穿戴，祈祷警醒守候。

兴起，兴起为耶稣！交战时日无多，
今朝虽闻战声隆，明日凯歌高歌；
得胜者主亲赐给，生命冠冕荣耀，
与荣耀王同掌权，直到永远。",xing qi xing qi wei ye su zuo zhu shi jia jing bing gao ju ji du jun wang qi mo sun wo zhu wei ming de sheng bu duan de de sheng zhu qin tong ling quan jun zhi dao chou di jie xiao mie wei zhu ji du wei jun xing qi xing qi wei ye su zhu ming zhao bi ting cong jin tian shi zhu rong yao ri kuai xiang zhan chang jin gong da jia fu yi zhu qi xia fen yong bu yao ju pa wei xian zhi shi xian dan liang li liang geng jia qiang da xing qi xing qi wei ye su zhuan xin lai zhu da neng xue qi bang bi bi shi bai mo kao zi ji cai neng zheng zhan bing qi fei xue qi zhu ci he deng neng li quan fu jun zhuang yao chuan dai qi dao jing xing shou hou xing qi xing qi wei ye su jiao zhan shi ri wu duo jin zhao sui wen zhan sheng long ming ri kai ge gao ge de sheng zhe zhu qin ci gei sheng ming guan mian rong yao yu rong yao wang tong zhang quan zhi dao yong yuan
ZMS-332,Hymn,看天父无穷大恩光,"看天父无穷大恩光，从天上普照万方，
祂命令我们当发光，去照亮沿岸暗礁。
现正当夜深迷蒙时，人们在汹涌苦海，
千万眼睛迫切在等待，热望得见救人光。
你当擦净灯，添上油，使邻舍得见你光，
告诉人人，耶稣寻找迷羊，惟祂能救人死亡。
你的光当照在人前，为我主广照无边，
许多人如醉亦如眠，但等你呼唤拯救。",kan tian fu wu qiong da en guang cong tian shang pu zhao wan fang ta ming ling wo men dang fa guang qu zhao liang yan an an jiao xian zheng dang ye shen mi meng shi ren men zai xiong yong ku hai qian wan yan jing po qie zai deng dai re wang de jian jiu ren guang ni dang ca jing deng tian shang you shi lin she de jian ni guang gao su ren ren ye su xun zhao mi yang wei ta neng jiu ren si wang ni de guang dang zhao zai ren qian wei wo zhu guang zhao wu bian xu duo ren ru zui yi ru mian dan deng ni hu huan zheng jiu
ZMS-340,Hymn,何等大快乐,"何等大快乐，何等深情谊，倚靠在这永远膀臂上；
何等的平安，何等的福气，倚靠在这永远膀臂上。
倚靠，倚靠，安定稳妥一无惊慌，
倚靠，倚靠，倚靠在主耶稣膀臂上。

我满心喜欢，行走这天程，倚靠在这永远膀臂上；
越走越光明，日日向前行，倚靠在这永远膀臂上。
倚靠，倚靠，安定稳妥一无惊慌，
倚靠，倚靠，倚靠在主耶稣膀臂上。

我又何所惧，我又何所惊，倚靠在这永远膀臂上；
有福之平安，与我主亲近，倚靠在这永远膀臂上。
倚靠，倚靠，安定稳妥一无惊慌，
倚靠，倚靠，倚靠在主耶稣膀臂上。",he deng da kuai le he deng shen qing yi yi kao zai zhe yong yuan bang bi shang he deng de ping an he deng de fu qi yi kao zai zhe yong yuan bang bi shang yi kao yi kao an ding wen tuo yi wu jing huang yi kao yi kao yi kao zai zhu ye su bang bi shang wo man xin xi huan xing zou zhe tian cheng yi kao zai zhe yong yuan bang bi shang yue zou yue guang ming ri ri xiang qian xing yi kao zai zhe yong yuan bang bi shang yi kao yi kao an ding wen tuo yi wu jing huang yi kao yi kao yi kao zai zhu ye su bang bi shang wo you he suo ju wo you he suo jing yi kao zai zhe yong yuan bang bi shang you fu zhi ping an yu wo zhu qin jin yi kao zai zhe yong yuan bang bi shang yi kao yi kao an ding wen tuo yi wu jing huang yi kao yi kao yi kao zai zhu ye su bang bi shang
ZMS-343,Hymn,奇妙的救主,"基督完成赎罪大功，何等奇妙的救主！
我罪清偿，祂恩无穷；何等奇妙的救主！
我赞美祂洗罪宝血，何等奇妙的救主！
使我与神和好心悦；何等奇妙的救主！
我心罪恶，祂全洗净，何等奇妙的救主！
今在我心，祂掌权柄；何等奇妙的救主！
祂赐力量，使我坚强，何等奇妙的救主！
使我克服困难、试炼；何等奇妙的救主！
何等奇妙的救主，是耶稣，我耶稣！
何等奇妙的救主，是耶稣我主！",ji du wan cheng shu zui da gong he deng qi miao de jiu zhu wo zui qing chang ta en wu qiong he deng qi miao de jiu zhu wo zan mei ta xi zui bao xue he deng qi miao de jiu zhu shi wo yu shen he hao xin yue he deng qi miao de jiu zhu wo xin zui e ta quan xi jing he deng qi miao de jiu zhu jin zai wo xin ta zhang quan bing he deng qi miao de jiu zhu ta ci li liang shi wo jian qiang he deng qi miao de jiu zhu shi wo ke fu kun nan shi lian he deng qi miao de jiu zhu he deng qi miao de jiu zhu shi ye su wo ye su he deng qi miao de jiu zhu shi ye su wo zhu
ZMS-344,Hymn,主活在我心,"从前在罪中远离神，心怀毫无亮光。
从主言语中才觉悟，基督活在心中。
好像太阳放出光芒，遍地花朵开放。
自从基督活在心中，才有生命爱光。
我心充满渴慕之情，能像恩主完全。
因有基督活在心中，里面充满恩典。
主活在我心，主活在我心，主活在我心中。
啊，何等奇妙救恩，基督活在我心。",cong qian zai zui zhong yuan li shen xin huai hao wu liang guang cong zhu yan yu zhong cai jue wu ji du huo zai xin zhong hao xiang tai yang fang chu guang mang bian di hua duo kai fang zi cong ji du huo zai xin zhong cai you sheng ming ai guang wo xin chong man ke mu zhi qing neng xiang en zhu wan quan yin you ji du huo zai xin zhong li mian chong man en dian zhu huo zai wo xin zhu huo zai wo xin zhu huo zai wo xin zhong a he deng qi miao jiu en ji du huo zai wo xin
ZMS-345,Hymn,今有日光照在我心,"今有日光照在我心内，极大荣耀辉煌，
世上微光不能比较，因耶稣是我光。

今有音乐充满我心内，向我君王颂扬，
耶稣喜听我的歌声，虽我不善于唱。

今有主耶稣与我同在，我心就有畅快，
平安圣灵在我心内，唱出主大恩爱。

快乐日光，有福日光，何时有这快乐平安来，
就是耶稣欢笑时候，有日光照我心怀。",jin you ri guang zhao zai wo xin nei ji da rong yao hui huang shi shang wei guang bu neng bi jiao yin ye su shi wo guang jin you yin yue chong man wo xin nei xiang wo jun wang song yang ye su xi ting wo de ge sheng sui wo bu shan yu chang jin you zhu ye su yu wo tong zai wo xin jiu you chang kuai ping an sheng ling zai wo xin nei chang chu zhu da en ai kuai le ri guang you fu ri guang he shi you zhe kuai le ping an lai jiu shi ye su huan xiao shi hou you ri guang zhao wo xin huai
ZMS-339,Hymn,不住的歌唱,"在我心里有美妙乐音，是主温和细语声，
安心勿惧怕，有我同在，度过那生命路程。

罪恶使我生命弦折断，曲不和谐何痛心，
幸得耶稣调声续断弦，再发悠扬美妙音。

主赐我丰厚恩典筵席，荫庇主翅下安息，
瞻望主笑容我心欢乐，故我要歌唱不已。

有时主领我涉过深水，是主试炼满布在前途，
有时经历崎岖险路径，仍愿跟随主脚步。

耶稣，耶稣，耶稣，最甜美之名，
满足我心渴慕，使我歌唱往前行。",zai wo xin li you mei miao yue yin shi zhu wen he xi yu sheng an xin wu ju pa you wo tong zai du guo na sheng ming lu cheng zui e shi wo sheng ming xian zhe duan qu bu he xie he tong xin xing de ye su diao sheng xu duan xian zai fa you yang mei miao yin zhu ci wo feng hou en dian yan xi yin bi zhu chi xia an xi zhan wang zhu xiao rong wo xin huan le gu wo yao ge chang bu yi you shi zhu ling wo she guo shen shui shi zhu shi lian man bu zai qian tu you shi jing li qi qu xian lu jing reng yuan gen sui zhu jiao bu ye su ye su ye su zui tian mei zhi ming man zu wo xin ke mu shi wo ge chang wang qian xing
ZMS-322,Hymn,"O Zion, Haste","信徒快遵主命去到普天下，
遍告世人，惟有神是真光，
使无人不晓，真神心中甚愿意，
世人得救，不愿一人沦亡。

多少世人，至今各族各方，
受了捆绑，死在罪恶之中；
无人去传告，耶稣舍命的救恩，
由死复活，就可以进天堂。

世界各国、各族、各民，
都当知道真神就是慈爱；
传扬救主舍命拯救失丧世人，
由死得生，可以在天上。

谁愿献身，宣扬救主的奇妙？
谁愿献财，帮助他们往前？
谁愿祈祷，恳切恒久得胜？
凡为主费，耶稣必偿还。

传扬好信息，和平福音，
传扬主耶稣，愿意救赎罪人。",xin tu kuai zun zhu ming qu dao pu tian xia bian gao shi ren wei you shen shi zhen guang shi wu ren bu xiao zhen shen xin zhong shen yuan yi shi ren de jiu bu yuan yi ren lun wang duo shao shi ren zhi jin ge zu ge fang shou le kun bang si zai zui e zhi zhong wu ren qu chuan gao ye su she ming de jiu en you si fu huo jiu ke yi jin tian tang shi jie ge guo ge zu ge min dou dang zhi dao zhen shen jiu shi ci ai chuan yang jiu zhu she ming zheng jiu shi sang shi ren you si de sheng ke yi zai tian shang shui yuan xian shen xuan yang jiu zhu de qi miao shui yuan xian cai bang zhu ta men wang qian shui yuan qi dao ken qie heng jiu de sheng fan wei zhu fei ye su bi chang huan chuan yang hao xin xi he ping fu yin chuan yang zhu ye su yuan yi jiu shu zui ren
ZMS-360,Hymn,赞美我天父,"赞美我天父，差遣爱子下降，到世为罪人受死，在天今做王。
赞美我天父，祂赐圣灵之光，将救主显明给我，将黑暗扫荡。
荣耀与颂赞，都归被杀羔羊，舍生命为赎罪污，使洁净明亮。
求复兴众人，施爱充溢我心，赐灵火重燃我灵，使灵性更新。
哈利路亚，荣耀归主，哈利路亚，阿们，哈利路亚，荣耀归主，求复兴众人。",zan mei wo tian fu chai qian ai zi xia jiang dao shi wei zui ren shou si zai tian jin zuo wang zan mei wo tian fu ta ci sheng ling zhi guang jiang jiu zhu xian ming gei wo jiang hei an sao dang rong yao yu song zan dou gui bei sha gao yang she sheng ming wei shu zui wu shi jie jing ming liang qiu fu xing zhong ren shi ai chong yi wo xin ci ling huo zhong ran wo ling shi ling xing geng xin ha li lu ya rong yao gui zhu ha li lu ya a men ha li lu ya rong yao gui zhu qiu fu xing zhong ren
ZMS-346,Hymn,在十架上我救主舍命,"在十架上我救主舍命，靠主十架我罪得洗净，
除我重担，安慰我伤心。
我今靠主有无限平安，有主时常住在我心内，
如此蒙恩，我实在不配。
我主慈爱有口难说尽，靠主恩典我心甚快乐，
赞美我主，时常顾念我。
荣耀归主名，荣耀归主名，荣耀归主名，
主奇妙恩，我一生难忘，荣耀归主名。",zai shi jia shang wo jiu zhu she ming kao zhu shi jia wo zui de xi jing chu wo zhong dan an wei wo shang xin wo jin kao zhu you wu xian ping an you zhu shi chang zhu zai wo xin nei ru ci meng en wo shi zai bu pei wo zhu ci ai you kou nan shuo jin kao zhu en dian wo xin shen kuai le zan mei wo zhu shi chang gu nian wo rong yao gui zhu ming rong yao gui zhu ming rong yao gui zhu ming zhu qi miao en wo yi sheng nan wang rong yao gui zhu ming
